
178; 1186.67; 0.15
178; 1186.67; 0.15
178; 1186.67; 0.15
178; 1186.67; 0.15
178; 1186.67; 0.15
178; 1186.67; 0.15
178; 1186.67; 0.15
177; 1180.00; 0.15
177; 1106.25; 0.16
181; 1131.25; 0.16
180; 1125.00; 0.16
182; 1137.50; 0.16
181; 1131.25; 0.16
182; 1137.50; 0.16
180; 1125.00; 0.16
181; 1131.25; 0.16
181; 1131.25; 0.16
182; 1137.50; 0.16
183; 1143.75; 0.16
185; 1156.25; 0.16
185; 1156.25; 0.16
185; 1156.25; 0.16
185; 1156.25; 0.16
185; 1156.25; 0.16
185; 1156.25; 0.16
185; 1156.25; 0.16
185; 1156.25; 0.16
185; 1156.25; 0.16
182; 1070.59; 0.17
186; 1094.12; 0.17
186; 1094.12; 0.17
185; 1088.24; 0.17
188; 1105.88; 0.17
185; 1088.24; 0.17
190; 1117.65; 0.17
187; 1100.00; 0.17
191; 1123.53; 0.17
187; 1100.00; 0.17
188; 1105.88; 0.17
191; 1123.53; 0.17
192; 1129.41; 0.17
191; 1123.53; 0.17
191; 1123.53; 0.17
191; 1123.53; 0.17
191; 1123.53; 0.17
192; 1129.41; 0.17
191; 1123.53; 0.17
191; 1123.53; 0.17
185; 1027.78; 0.18
192; 1066.67; 0.18
192; 1066.67; 0.18
191; 1061.11; 0.18
193; 1072.22; 0.18
192; 1066.67; 0.18
193; 1072.22; 0.18
192; 1066.67; 0.18
192; 1066.67; 0.18
192; 1066.67; 0.18
195; 1083.33; 0.18
197; 1094.44; 0.18
197; 1094.44; 0.18
197; 1094.44; 0.18
196; 1088.89; 0.18
197; 1094.44; 0.18
196; 1088.89; 0.18
197; 1094.44; 0.18
197; 1094.44; 0.18
196; 1088.89; 0.18
192; 1010.53; 0.19
195; 1026.32; 0.19
195; 1026.32; 0.19
198; 1042.11; 0.19
198; 1042.11; 0.19
197; 1036.84; 0.19
201; 1057.89; 0.19
195; 1026.32; 0.19
197; 1036.84; 0.19
198; 1042.11; 0.19
200; 1052.63; 0.19
202; 1063.16; 0.19
201; 1057.89; 0.19
202; 1063.16; 0.19
201; 1057.89; 0.19
202; 1063.16; 0.19
201; 1057.89; 0.19
201; 1057.89; 0.19
201; 1057.89; 0.19
201; 1057.89; 0.19
196; 980.00; 0.20
201; 1005.00; 0.20
198; 990.00; 0.20
203; 1015.00; 0.20
202; 1010.00; 0.20
201; 1005.00; 0.20
205; 1025.00; 0.20
203; 1015.00; 0.20
198; 990.00; 0.20
205; 1025.00; 0.20
